Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
339,2,0,2,1,0,5,"('defendants', 'person'); ('illegal immigrants', 'person')",,"('apartment', 'location'); ('guns', 'smuggled_items')","('defendants', 'illegal immigrants')",,"('apartment', 'defendants'); ('apartment', 'guns'); ('apartment', 'illegal immigrants'); ('defendants', 'guns'); ('guns', 'illegal immigrants')"
340,1,2,4,0,3,9,"('cell phone', 'means_of_communication')","('codefendant', 'person'); ('henry gutierrez-andrade', 'person')","('captives', 'person'); ('family members', 'person'); ('gutierrez-andrade', 'person'); ('original smugglers', 'person')",,"('cell phone', 'codefendant'); ('cell phone', 'henry gutierrez-andrade'); ('codefendant', 'henry gutierrez-andrade')","('captives', 'cell phone'); ('captives', 'family members'); ('captives', 'gutierrez-andrade'); ('captives', 'original smugglers'); ('cell phone', 'family members'); ('cell phone', 'gutierrez-andrade'); ('family members', 'gutierrez-andrade'); ('family members', 'original smugglers'); ('gutierrez-andrade', 'original smugglers')"
341,3,0,2,2,0,8,"('captives', 'person'); ('defendant', 'person'); ('houston', 'location')",,"('apartment', 'location'); ('co-defendants', 'person')","('captives', 'defendant'); ('defendant', 'houston')",,"('apartment', 'captives'); ('apartment', 'co-defendants'); ('apartment', 'defendant'); ('apartment', 'houston'); ('captives', 'co-defendants'); ('captives', 'houston'); ('co-defendants', 'defendant'); ('co-defendants', 'houston')"
342,2,1,0,0,0,1,"('captives', 'person'); ('defendants', 'person')","('defendants', 'captives')",,,,"('captives', 'defendants')"
343,1,1,3,0,1,6,"('griselda barnica', 'person')","('ten-year-old daughter', 'person')","('apartment', 'location'); ('captives', 'person'); ('daughter', 'person')",,"('griselda barnica', 'ten-year-old daughter')","('apartment', 'captives'); ('apartment', 'daughter'); ('apartment', 'griselda barnica'); ('captives', 'daughter'); ('captives', 'griselda barnica'); ('daughter', 'griselda barnica')"
344,1,0,1,0,1,1,"('jose efrain linares-tabora', 'person')",,"('captives', 'person')",,"('co-defendant', 'jose efrain linares-tabora')","('captives', 'jose efrain linares-tabora')"
345,2,1,3,3,2,7,"('captives', 'person'); ('defendants', 'person')","('release money', 'smuggled_items')","('co-defendants', 'person'); ('family members', 'person'); ('original smugglers', 'person')","('captives', 'defendants'); ('co-defendants', 'defendants'); ('co-defendants', 'original smugglers')","('co-defendants', 'release money'); ('defendants', 'release money')","('captives', 'co-defendants'); ('captives', 'family members'); ('captives', 'original smugglers'); ('co-defendants', 'family members'); ('defendants', 'family members'); ('defendants', 'original smugglers'); ('family members', 'original smugglers')"
346,1,2,3,0,3,6,"('friend', 'person')","('captive', 'person'); ('guardaado-mezen', 'person')","('captives', 'person'); ('guardado-mezen', 'person'); ('original group', 'person')",,"('captive', 'friend'); ('captive', 'guardaado-mezen'); ('friend', 'guardaado-mezen')","('captives', 'friend'); ('captives', 'guardado-mezen'); ('captives', 'original group'); ('friend', 'guardado-mezen'); ('friend', 'original group'); ('guardado-mezen', 'original group')"
347,2,0,0,1,0,0,"('car', 'means_of_transportation'); ('guardado-mezen', 'person')",,,"('car', 'guardado-mezen')",,
348,4,0,0,3,0,3,"('captives', 'person'); ('co-defendant', 'person'); ('pistol', 'smuggled_items'); ('room', 'location')",,,"('captives', 'co-defendant'); ('captives', 'room'); ('co-defendant', 'pistol')",,"('captives', 'pistol'); ('co-defendant', 'room'); ('pistol', 'room')"
349,3,2,3,2,3,13,"('extended-cab dodge pickup truck', 'means_of_transportation'); ('garza', 'person'); ('interstate 35', 'routes')","('la redo, texas', 'location'); ('united states border patrol checkpoint', 'location')","('border patrol checkpoint', 'location'); ('laredo, texas', 'location'); ('united states', 'location')","('extended-cab dodge pickup truck', 'garza'); ('garza', 'interstate 35')","('garza', 'la redo, texas'); ('interstate 35', 'united states border patrol checkpoint'); ('la redo, texas', 'united states border patrol checkpoint')","('border patrol checkpoint', 'extended-cab dodge pickup truck'); ('border patrol checkpoint', 'garza'); ('border patrol checkpoint', 'interstate 35'); ('border patrol checkpoint', 'laredo, texas'); ('border patrol checkpoint', 'united states'); ('extended-cab dodge pickup truck', 'interstate 35'); ('extended-cab dodge pickup truck', 'laredo, texas'); ('extended-cab dodge pickup truck', 'united states'); ('garza', 'laredo, texas'); ('garza', 'united states'); ('interstate 35', 'laredo, texas'); ('interstate 35', 'united states'); ('laredo, texas', 'united states')"
350,0,1,2,0,0,1,,"('none', 'none')","('child', 'person'); ('friend', 'person')",,,"('child', 'friend')"
351,3,1,1,0,3,5,"('border patrol officers', 'person'); ('two men', 'person'); ('united states', 'location')","('mexican citizens', 'person')","('mexico', 'location')",,"('border patrol officers', 'two men'); ('mexican citizens', 'two men'); ('mexican citizens', 'united states')","('border patrol officers', 'men'); ('border patrol officers', 'united states'); ('mexico', 'two men'); ('mexico', 'united states'); ('two men', 'united states')"
352,2,1,1,1,1,2,"('aliens', 'person'); ('united states', 'location')","('she', 'person')","('officers', 'person')","('aliens', 'united states')","('aliens', 'she')","('aliens', 'officers'); ('officers', 'united states')"
353,1,1,1,0,1,1,"('gas station', 'location')","('she', 'person')","('men', 'person')",,"('gas station', 'she')","('gas station', 'men')"
354,4,0,0,3,0,3,"('border control checkpoint', 'location'); ('bus station', 'location'); ('garza', 'person'); ('men', 'person')",,,"('border control checkpoint', 'garza'); ('bus station', 'garza'); ('garza', 'men')",,"('border control checkpoint', 'bus station'); ('border control checkpoint', 'men'); ('bus station', 'men')"
355,3,0,0,2,0,1,"('garza', 'person'); ('men', 'person'); ('truck', 'means_of_transportation')",,,"('garza', 'men'); ('men', 'truck')",,"('garza', 'truck')"
356,2,3,0,1,3,0,"('aliens', 'person'); ('child', 'person')","('back seat', 'location'); ('floorboards', 'location'); ('front seat', 'location')",,"('aliens', 'child')","('aliens', 'back seat'); ('aliens', 'floorboards'); ('aliens', 'front seat')",
357,3,1,0,2,1,1,"('aliens', 'person'); ('border patrol agents', 'person'); ('pickup truck', 'means_of_transportation')","('vacis machine', 'means_of_communication')",,"('aliens', 'border patrol agents'); ('border patrol agents', 'pickup truck')","('pickup truck', 'vacis machine')","('aliens', 'pickup truck')"
358,3,0,0,2,0,1,"('fernando munoz-martinez', 'person'); ('interstate 35', 'routes'); ('pickup-truck', 'means_of_transportation')",,,"('fernando munoz-martinez', 'interstate 35'); ('fernando munoz-martinez', 'pickup-truck')",,"('interstate 35', 'pickup-truck')"
359,2,0,1,2,0,1,"('artesia wells, texas', 'location'); ('pickup-truck', 'means_of_transportation')",,"('highway 133', 'routes')","('artesia wells, texas', 'pickup-truck'); ('highway 133', 'pickup-truck')",,"('artesia wells, texas', 'highway 133')"
360,2,0,0,1,0,0,"('i-35', 'routes'); ('truck', 'means_of_transportation')",,,"('i-35', 'truck')",,
361,3,0,1,2,0,4,"('illegal aliens', 'person'); ('munoz-martinez', 'person'); ('truck', 'means_of_transportation')",,"('agents', 'person')","('illegal aliens', 'munoz-martinez'); ('munoz-martinez', 'truck')",,"('agents', 'illegal aliens'); ('agents', 'munoz-martinez'); ('agents', 'truck'); ('illegal aliens', 'truck')"
362,1,1,1,0,1,1,"('munoz-martinez', 'person')","('purple, low-riding pickup-truck', 'means_of_transportation')","('low-riding pickup-truck', 'means_of_transportation')",,"('munoz-martinez', 'purple, low-riding pickup-truck')","('low-riding pickup-truck', 'munoz-martinez')"
363,2,1,1,0,2,3,"('aliens', 'person'); ('laredo, texas', 'location')","('a friend', 'person')","('friend', 'person')",,"('a friend', 'aliens'); ('a friend', 'laredo, texas')","('aliens', 'friend'); ('aliens', 'laredo, texas'); ('friend', 'laredo, texas')"
364,2,1,1,1,2,2,"('aliens', 'person'); ('laredo', 'location')","('he', 'person')","('man', 'person')","('aliens', 'laredo')","('aliens', 'he'); ('he', 'laredo')","('aliens', 'man'); ('laredo', 'man')"
365,4,0,0,3,0,3,"('aliens', 'person'); ('mexico', 'location'); ('popoca', 'person'); ('united states', 'location')",,,"('aliens', 'mexico'); ('aliens', 'popoca'); ('aliens', 'united states')",,"('mexico', 'popoca'); ('mexico', 'united states'); ('popoca', 'united states')"
366,3,1,1,0,3,6,"('mexican hotel room', 'location'); ('undocumented aliens', 'person'); ('united states', 'location')","('he', 'person')","('mexico', 'location')",,"('he', 'mexican hotel room'); ('he', 'undocumented aliens'); ('he', 'united states')","('mexican hotel room', 'mexico'); ('mexican hotel room', 'undocumented aliens'); ('mexican hotel room', 'united states'); ('mexico', 'undocumented aliens'); ('mexico', 'united states'); ('undocumented aliens', 'united states')"
367,2,1,0,1,2,0,"('aliens', 'person'); ('united states', 'location')","('alias', 'person')",,"('aliens', 'united states')","('alias', 'aliens'); ('alias', 'united states')",
368,4,0,0,3,0,3,"('hebbronville, texas', 'location'); ('mexican aliens', 'person'); ('motor vehicle', 'means_of_transportation'); ('petitioner', 'person')",,,"('hebbronville, texas', 'petitioner'); ('mexican aliens', 'petitioner'); ('motor vehicle', 'petitioner')",,"('hebbronville, texas', 'mexican aliens'); ('hebbronville, texas', 'motor vehicle'); ('mexican aliens', 'motor vehicle')"
369,2,1,0,1,1,0,"('agents', 'person'); ('vehicle', 'means_of_transportation')","('steel pole', 'location')",,"('agents', 'vehicle')","('steel pole', 'vehicle')",
370,0,0,3,0,0,3,,,"('HOSPITAL', 'LOCATION'); ('INDIVIDUALS', 'PERSON'); ('OTHERS', 'PERSON')",,,"('HOSPITAL', 'OTHERS'); ('INDIVIDUALS', 'OTHERS'); ('INDIVIDUALS', 'SCENE')"
371,0,0,2,0,0,1,,,"('PETITIONER', 'PERSON'); ('VEHICLE', 'MEANS_OF_TRANSPORTATION')",,,"('PETITIONER', 'VEHICLE')"
372,2,2,0,1,5,0,"('individuals', 'person'); ('lopez-perez', 'person')","('domestic wire transfer', 'smuggled_items'); ('international wire transfer', 'smuggled_items')",,"('individuals', 'lopez-perez')","('domestic wire transfer', 'individuals'); ('domestic wire transfer', 'international wire transfer'); ('domestic wire transfer', 'lopez-perez'); ('individuals', 'international wire transfer'); ('international wire transfer', 'lopez-perez')",
373,0,2,2,0,1,1,,"('jose daniel salazar-ambrosio', 'person'); ('viridiana lopez', 'person')","('individuals', 'person'); ('lopez-perez', 'person')",,"('jose daniel salazar-ambrosio', 'viridiana lopez')","('individuals', 'lopez-perez')"
374,4,0,0,4,0,2,"('lopez-perez', 'person'); ('salazar', 'person'); ('stash house', 'location'); ('undocumented aliens', 'person')",,,"('lopez-perez', 'salazar'); ('lopez-perez', 'undocumented aliens'); ('salazar', 'stash house'); ('stash house', 'undocumented aliens')",,"('lopez-perez', 'stash house'); ('salazar', 'undocumented aliens')"
375,2,1,1,0,2,3,"('aliens', 'person'); ('salazar', 'person')","('participant #3', 'person')","('man', 'person')",,"('aliens', 'participant #3'); ('participant #3', 'salazar')","('aliens', 'man'); ('aliens', 'salazar'); ('man', 'salazar')"
376,2,0,1,1,0,2,"('undocumented aliens', 'person'); ('unknown person', 'person')",,"('house', 'location')","('undocumented aliens', 'unknown person')",,"('house', 'undocumented aliens'); ('house', 'unknown person')"
377,3,3,1,1,4,4,"('lopez-perez', 'person'); ('rio grande', 'location'); ('unknown individual', 'person')","('agent', 'person'); ('participant #5', 'person'); ('text messages', 'means_of_communication')","('agents', 'person')","('lopez-perez', 'rio grande')","('agent', 'lopez-perez'); ('agent', 'participant #5'); ('lopez-perez', 'participant #5'); ('participant #5', 'rio grande')","('agents', 'lopez-perez'); ('agents', 'unknown individual'); ('lopez-perez', 'unknown individual'); ('rio grande', 'unknown individual')"
378,1,0,0,0,1,0,"('lopez-perez', 'person')",,,,"('lopez-perez', 'participant #6')",
379,2,1,1,2,1,1,"('houston', 'location'); ('illegal aliens', 'person')","('he', 'person')","('residence', 'location')","('houston', 'residence'); ('illegal aliens', 'residence')","('he', 'illegal aliens')","('houston', 'illegal aliens')"
380,1,0,1,1,0,0,"('avila', 'person')",,"('illegal aliens', 'person')","('avila', 'illegal aliens')",,
381,3,1,1,0,3,6,"('central american countries', 'location'); ('mexico', 'location'); ('united states', 'location')","('each', 'person')","('individuals', 'person')",,"('central american countries', 'each'); ('each', 'mexico'); ('each', 'united states')","('central american countries', 'individuals'); ('central american countries', 'mexico'); ('central american countries', 'united states'); ('individuals', 'mexico'); ('individuals', 'united states'); ('mexico', 'united states')"
382,3,1,1,2,2,4,"('aliens', 'person'); ('smugglers', 'person'); ('united states', 'location')","('families', 'person')","('aliens' families', 'person')","('aliens', 'smugglers'); ('smugglers', 'united states')","('aliens', 'families'); ('families', 'smugglers')","('aliens', 'aliens' families'); ('aliens', 'united states'); ('aliens' families', 'smugglers'); ('aliens' families', 'united states')"
383,0,0,2,0,0,1,,,"('AVILA', 'PERSON'); ('WOMEN', 'PERSON')",,,"('AVILA', 'WOMEN')"
384,2,2,1,1,3,2,"('aliens', 'person'); ('avila', 'person')","('911', 'means_of_communication'); ('cell phone', 'means_of_communication')","('officers', 'person')","('aliens', 'avila')","('911', 'aliens'); ('aliens', 'cell phone'); ('avila', 'cell phone')","('aliens', 'officers'); ('avila', 'officers')"
385,1,1,2,1,1,2,"('avila', 'person')","('texas', 'location')","('country', 'location'); ('texas', 'person')","('avila', 'texas')","('avila', 'avila')","('avila', 'country'); ('country', 'texas')"
386,2,1,1,1,1,2,"('avila', 'person'); ('medina', 'person')","('9-mm handgun', 'smuggled_items')","('hostages', 'person')","('avila', 'medina')","('9-mm handgun', 'avila')","('avila', 'hostages'); ('hostages', 'medina')"
387,0,0,2,0,0,1,,,"('GUN', 'SMUGGLED_ITEMS'); ('HOUSE', 'LOCATION')",,,"('GUN', 'HOUSE')"
388,2,1,1,0,2,3,"('ih-35', 'routes'); ('maroon ford expedition', 'means_of_transportation')","('agent ortiz', 'person')","('ortiz', 'person')",,"('agent ortiz', 'ih-35'); ('agent ortiz', 'maroon ford expedition')","('ih-35', 'maroon ford expedition'); ('ih-35', 'ortiz'); ('maroon ford expedition', 'ortiz')"
389,2,1,1,1,1,2,"('crystal doerr', 'person'); ('jesse dominguez', 'person')","('vehicle', 'means_of_transportation')","('ortiz', 'person')","('crystal doerr', 'jesse dominguez')","('jesse dominguez', 'vehicle')","('crystal doerr', 'ortiz'); ('jesse dominguez', 'ortiz')"
390,3,1,1,2,2,4,"('defendants', 'person'); ('ih-35', 'routes'); ('maroon ford expedition', 'means_of_transportation')","('agent ortiz', 'person')","('ortiz', 'person')","('defendants', 'ih-35'); ('defendants', 'maroon ford expedition')","('agent ortiz', 'ih-35'); ('agent ortiz', 'maroon ford expedition')","('defendants', 'ortiz'); ('ih-35', 'maroon ford expedition'); ('ih-35', 'ortiz'); ('maroon ford expedition', 'ortiz')"
391,5,0,0,5,0,1,"('child', 'person'); ('doerr', 'person'); ('dominguez', 'person'); ('interstate', 'routes'); ('vehicle', 'means_of_transportation')",,,"('child', 'doerr'); ('child', 'dominguez'); ('child', 'vehicle'); ('doerr', 'dominguez'); ('interstate', 'vehicle')",,"('child', 'interstate')"
392,2,2,2,0,3,6,"('mexico', 'location'); ('united states', 'location')","('4 year old girl', 'person'); ('agent ortiz', 'person')","('child', 'person'); ('ortiz', 'person')",,"('4 year old girl', 'agent ortiz'); ('4 year old girl', 'mexico'); ('4 year old girl', 'united states')","('child', 'mexico'); ('child', 'ortiz'); ('child', 'united states'); ('mexico', 'ortiz'); ('mexico', 'united states'); ('ortiz', 'united states')"
393,3,2,2,5,1,5,"('doerr', 'person'); ('dominguez', 'person'); ('san antonio', 'location')","('cotulla/dilley', 'location'); ('illegal child', 'smuggled_items')","('cotulla/dilley area', 'location'); ('illegal child', 'person')","('doerr', 'illegal child'); ('doerr', 'san antonio'); ('dominguez', 'illegal child'); ('dominguez', 'san antonio'); ('illegal child', 'san antonio')","('cotulla/dilley', 'illegal child')","('cotulla/dilley area', 'doerr'); ('cotulla/dilley area', 'dominguez'); ('cotulla/dilley area', 'illegal child'); ('cotulla/dilley area', 'san antonio'); ('doerr', 'dominguez')"
394,2,2,3,0,3,9,"('couple', 'person'); ('texas/mexico border', 'location')","('dilley, texas', 'location'); ('the child', 'person')","('child', 'person'); ('dilley texas', 'location'); ('dominguez and doerr', 'person')",,"('couple', 'dilley, texas'); ('couple', 'the child'); ('texas/mexico border', 'the child')","('child', 'couple'); ('child', 'dilley texas'); ('child', 'dominguez and doerr'); ('child', 'texas/mexico border'); ('couple', 'dilley texas'); ('couple', 'dominguez and doerr'); ('couple', 'texas/mexico border'); ('dilley texas', 'dominguez and doerr'); ('dominguez and doerr', 'texas/mexico border')"
395,5,0,0,6,0,4,"('child', 'person'); ('doerr', 'person'); ('dominguez', 'person'); ('ih 35', 'routes'); ('san antonio', 'location')",,,"('child', 'doerr'); ('child', 'dominguez'); ('child', 'san antonio'); ('doerr', 'dominguez'); ('doerr', 'san antonio'); ('dominguez', 'san antonio')",,"('child', 'ih 35'); ('doerr', 'ih 35'); ('dominguez', 'ih 35'); ('ih 35', 'san antonio')"
396,3,0,0,2,0,1,"('fernando munoz-martinez', 'person'); ('interstate 35', 'routes'); ('pickup-truck', 'means_of_transportation')",,,"('fernando munoz-martinez', 'interstate 35'); ('fernando munoz-martinez', 'pickup-truck')",,"('interstate 35', 'pickup-truck')"
397,3,0,0,2,0,1,"('agents', 'person'); ('i-35', 'routes'); ('truck', 'means_of_transportation')",,,"('agents', 'i-35'); ('agents', 'truck')",,"('i-35', 'truck')"
398,3,0,1,2,0,4,"('illegal aliens', 'person'); ('munoz-martinez', 'person'); ('truck', 'means_of_transportation')",,"('agents', 'person')","('illegal aliens', 'munoz-martinez'); ('illegal aliens', 'truck')",,"('agents', 'illegal aliens'); ('agents', 'munoz-martinez'); ('agents', 'truck'); ('munoz-martinez', 'truck')"
399,2,1,3,0,2,10,"('agents', 'person'); ('vehicle', 'means_of_transportation')","('munoz-martinez', 'person')","('driver', 'person'); ('second passenger', 'person'); ('third passenger', 'person')",,"('agents', 'munoz-martinez'); ('munoz-martinez', 'vehicle')","('agents', 'driver'); ('agents', 'second passenger'); ('agents', 'third passenger'); ('agents', 'vehicle'); ('driver', 'second passenger'); ('driver', 'third passenger'); ('driver', 'vehicle'); ('second passenger', 'third passenger'); ('second passenger', 'vehicle'); ('third passenger', 'vehicle')"
400,1,3,3,1,2,5,"('concerned citizen', 'person')","('cbp', 'person'); ('edinburg, texas', 'location'); ('undocumentated aliens', 'person')","('cbp', 'organization'); ('edinburg texas', 'location'); ('undocumented aliens', 'person')","('cbp', 'concerned citizen')","('cbp', 'undocumentated aliens'); ('edinburg, texas', 'undocumentated aliens')","('cbp', 'edinburg texas'); ('cbp', 'undocumented aliens'); ('concerned citizen', 'edinburg texas'); ('concerned citizen', 'undocumented aliens'); ('edinburg texas', 'undocumented aliens')"
401,1,0,3,0,0,6,"('movant', 'person')",,"('agents', 'person'); ('mobile homes', 'location'); ('others', 'person')",,,"('agents', 'mobile homes'); ('agents', 'movant'); ('agents', 'others'); ('mobile homes', 'movant'); ('mobile homes', 'others'); ('movant', 'others')"
402,1,2,3,0,2,6,"('undocumented aliens', 'person')","('agent', 'person'); ('mobile home', 'location')","('agents', 'person'); ('bedroom', 'location'); ('mobile homes', 'location')",,"('agent', 'mobile home'); ('mobile home', 'undocumented aliens')","('agents', 'bedroom'); ('agents', 'mobile homes'); ('agents', 'undocumented aliens'); ('bedroom', 'mobile homes'); ('bedroom', 'undocumented aliens'); ('mobile homes', 'undocumented aliens')"
403,0,1,2,0,1,1,,"('handguns', 'smuggled_items')","('agents', 'person'); ('mobile home', 'location')",,"('handguns', 'mobile home')","('agents', 'mobile home')"
404,3,1,0,3,1,0,"('aliens', 'person'); ('defendants', 'person'); ('families', 'person')","('money', 'smuggled_items')",,"('aliens', 'defendants'); ('aliens', 'families'); ('defendants', 'families')","('families', 'money')",
405,2,9,1,0,0,3,"('movant', 'person'); ('undocumented aliens', 'person')","('alias', 'female aliens'); ('alias', 'firearms'); ('alias', 'person'); ('female aliens', 'firearms'); ('female aliens', 'person'); ('firearms', 'smuggled_items'); ('movant', 'alias'); ('movant', 'female aliens'); ('movant', 'firearms')","('co-defendants', 'person')",,,"('co-defendants', 'movant'); ('co-defendants', 'undocumented aliens'); ('movant', 'undocumented aliens')"
406,0,0,2,0,0,1,,,"('FEMALE ALIENS', 'PERSON'); ('MOVANT', 'PERSON')",,,"('FEMALE ALIENS', 'MOVANT')"
407,3,0,0,3,0,0,"('co-defendants', 'person'); ('movant', 'person'); ('undocumented aliens', 'person')",,,"('co-defendants', 'movant'); ('co-defendants', 'undocumented aliens'); ('movant', 'undocumented aliens')",,
408,4,1,2,4,3,8,"('edinburg, texas', 'location'); ('euclides moreno', 'person'); ('hidalgo county, texas', 'location'); ('undocumented aliens', 'person')","('stash house', 'location')","('stash house edinburg', 'location'); ('stash house hidalgo county', 'location')","('edinburg, texas', 'euclides moreno'); ('euclides moreno', 'hidalgo county, texas'); ('euclides moreno', 'undocumented aliens'); ('hidalgo county, texas', 'undocumented aliens')","('edinburg, texas', 'stash house'); ('euclides moreno', 'stash house'); ('stash house', 'undocumented aliens')","('edinburg texas', 'undocumented aliens'); ('edinburg, texas', 'hidalgo county, texas'); ('edinburg, texas', 'stash house edinburg'); ('euclides moreno', 'stash house edinburg'); ('euclides moreno', 'stash house hidalgo county'); ('hidalgo county, texas', 'stash house hidalgo county'); ('stash house edinburg', 'undocumented aliens'); ('stash house hidalgo county', 'undocumented aliens')"
409,2,1,1,1,1,2,"('mr. moreno', 'person'); ('undocumented aliens', 'person')","('vehicle', 'means_of_transportation')","('vehicles', 'means_of_transportation')","('mr. moreno', 'undocumented aliens')","('mr. moreno', 'vehicle')","('mr. moreno', 'vehicles'); ('undocumented aliens', 'vehicles')"
410,3,0,0,2,0,1,"('andres perez', 'person'); ('mario olivares', 'person'); ('mr. moreno', 'person')",,,"('andres perez', 'mr. moreno'); ('mario olivares', 'mr. moreno')",,"('andres perez', 'mario olivares')"
411,1,0,2,1,1,2,"('euclides moreno', 'person')",,"('undocumented aliens', 'person'); ('undocumented aliens' family members', 'person')","('euclides moreno', 'undocumented aliens')","('euclides moreno', 'ransom payments')","('euclides moreno', 'undocumented aliens' family members'); ('undocumented aliens', 'undocumented aliens' family members')"
412,0,3,1,0,4,0,,"('october 15, 2008', 'location'); ('october 21, 2008', 'location'); ('undocumentated aliens', 'person')","('undocumented aliens', 'person')",,"('october 15, 2008', 'undocumentated aliens'); ('october 21, 2008', 'undocumentated aliens'); ('ransom monies', 'undocumentated aliens'); ('undocumentated aliens', 'undocumentated aliens')",
413,3,0,1,2,0,4,"('car', 'means_of_transportation'); ('movant', 'person'); ('undocumented aliens', 'person')",,"('law enforcement', 'person')","('car', 'movant'); ('movant', 'undocumented aliens')",,"('car', 'law enforcement'); ('car', 'undocumented aliens'); ('law enforcement', 'movant'); ('law enforcement', 'undocumented aliens')"
414,3,0,0,3,0,0,"('aliens', 'person'); ('houston', 'location'); ('movant', 'person')",,,"('aliens', 'houston'); ('aliens', 'movant'); ('houston', 'movant')",,
415,2,1,3,1,1,7,"('alien', 'person'); ('movant', 'person')","('car', 'means_of_transportation')","('aliens', 'person'); ('law enforcement', 'person'); ('trunk', 'location')","('alien', 'movant')","('car', 'movant')","('alien', 'aliens'); ('alien', 'law enforcement'); ('alien', 'trunk'); ('aliens', 'law enforcement'); ('aliens', 'movant'); ('law enforcement', 'movant'); ('movant', 'trunk')"
416,0,1,2,1,0,0,,"('defendant trevino', 'person')","('checkpoint', 'location'); ('trevino', 'person')","('checkpoint', 'defendant trevino')",,
417,0,1,3,0,0,3,,"('defendant mackey', 'person')","('checkpoint', 'location'); ('mackey', 'person'); ('vehicle', 'means_of_transportation')",,,"('checkpoint', 'mackey'); ('checkpoint', 'vehicle'); ('mackey', 'vehicle')"
418,1,0,2,1,0,2,"('ashley flores', 'person')",,"('checkpoint', 'location'); ('vehicle', 'means_of_transportation')","('ashley flores', 'checkpoint')",,"('ashley flores', 'vehicle'); ('checkpoint', 'vehicle')"
419,2,1,1,1,1,2,"('undocumented aliens', 'person'); ('vehicle', 'means_of_transportation')","('agent', 'person')","('agents', 'person')","('undocumented aliens', 'vehicle')","('agent', 'undocumental aliens')","('agents', 'undocumented aliens'); ('agents', 'vehicle')"
420,0,2,3,0,1,3,,"('defendants', 'person'); ('trevino and mackey', 'person')","('agents', 'person'); ('mackey', 'person'); ('trevino', 'person')",,"('defendants', 'trevino and mackey')","('agents', 'mackey'); ('agents', 'trevino'); ('mackey', 'trevino')"
421,3,0,1,2,0,4,"('highway 83', 'routes'); ('interstate highway 35', 'routes'); ('smugglers', 'person')",,"('checkpoint', 'location')","('highway 83', 'smugglers'); ('interstate highway 35', 'smugglers')",,"('checkpoint', 'highway 83'); ('checkpoint', 'interstate highway 35'); ('checkpoint', 'smugglers'); ('highway 83', 'interstate highway 35')"
422,6,0,0,5,0,3,"('dominican republic', 'location'); ('hidalgo, texas', 'location'); ('movant', 'person'); ('port of entry', 'location'); ('rio grande river', 'location'); ('united states', 'location')",,,"('dominican republic', 'movant'); ('hidalgo, texas', 'movant'); ('movant', 'port of entry'); ('movant', 'rio grande river'); ('movant', 'united states')",,"('hidalgo, texas', 'port of entry'); ('hidalgo, texas', 'rio grande river'); ('port of entry', 'rio grande river')"
423,3,1,2,3,3,6,"('defendant', 'person'); ('falfurrias, texas', 'location'); ('white chevrolet pickup', 'means_of_transportation')","('13 undocumented aliens', 'person')","('law enforcement', 'person'); ('undocumented aliens', 'person')","('defendant', 'falfurrias, texas'); ('defendant', 'white chevrolet pickup'); ('falfurrias, texas', 'white chevrolet pickup')","('13 undocumented aliens', 'defendant'); ('13 undocumented aliens', 'falfurrias, texas'); ('13 undocumented aliens', 'white chevrolet pickup')","('defendant', 'law enforcement'); ('defendant', 'undocumented aliens'); ('falfurrias, texas', 'law enforcement'); ('law enforcement', 'undocumented aliens'); ('law enforcement', 'white chevrolet pickup'); ('undocumented aliens', 'white chevrolet pickup')"
424,2,0,1,1,0,2,"('alien', 'person'); ('law enforcement', 'person')",,"('aliens', 'person')","('alien', 'law enforcement')",,"('alien', 'aliens'); ('aliens', 'law enforcement')"
425,1,2,2,0,2,3,"('juveniles', 'person')","('arrested', 'means_of_transportation'); ('twelve material witnesses', 'person')","('law enforcement', 'person'); ('material witnesses', 'person')",,"('arrested', 'twelve material witnesses'); ('juveniles', 'twelve material witnesses')","('juveniles', 'law enforcement'); ('juveniles', 'material witnesses'); ('law enforcement', 'material witnesses')"
426,2,2,2,1,2,3,"('el salvador', 'location'); ('mr. mejia-morales', 'person')","('guatemalan', 'person'); ('mejia-morales', 'person')","('group', 'person'); ('guatemala', 'location')","('el salvador', 'mr. mejia-morales')","('el salvador', 'guatemalan'); ('guatemalan', 'mr. mejia-morales')","('el salvador', 'group'); ('group', 'mr. mejia-morales'); ('guatemala', 'mr. mejia-morales')"
427,2,0,1,1,0,2,"('gutierrez-castro', 'person'); ('witnesses', 'person')",,"('united states', 'location')","('gutierrez-castro', 'witnesses')",,"('gutierrez-castro', 'united states'); ('united states', 'witnesses')"
428,3,0,2,2,0,6,"('gutierrez-castro', 'person'); ('illegal aliens', 'person'); ('united states', 'location')",,"('illegal alien smuggling operation', 'organization'); ('members', 'person')","('gutierrez-castro', 'illegal aliens'); ('gutierrez-castro', 'united states')",,"('gutierrez-castro', 'illegal alien smuggling operation'); ('gutierrez-castro', 'members'); ('illegal alien smuggling operation', 'members'); ('illegal aliens', 'members'); ('illegal aliens', 'united states'); ('members', 'united states')"
