Sr.No.,Input_Text,TP_ent,FP_ent,FN_ent,TP_rel,FP_rel,FN_rel,TP_ent_pairs,FP_ent_pairs,FN_ent_pairs,TP_rel_pairs,FP_rel_pairs,FN_rel_pairs
378,"Lopez-Perez, himself, may be counted as a participant in the criminal activity (participant #6)",1,0,0,0,0,0,"('lopez-perez', 'person')",,,,,
379,he and five other illegal aliens were held hostage at a residence in Houston,1,2,2,1,2,2,"('houston', 'location')","('he', 'person'); ('illegal aliens', 'smuggled_items')","('illegal aliens', 'person'); ('residence', 'location')","('illegal aliens', 'houston')","('he', 'houston'); ('he', 'illegal aliens')","('illegal aliens', 'residence'); ('residence', 'houston')"
380,The illegal aliens identified Avila as the person who was holding them captive,1,0,1,0,0,1,"('avila', 'person')",,"('illegal aliens', 'person')",,,"('illegal aliens', 'avila')"
381,"Each had made arrangements to be smuggled into the United States from Mexico, where they had traveled from other Central American countries",3,0,1,2,1,4,"('central american countries', 'location'); ('mexico', 'location'); ('united states', 'location')",,"('individuals', 'person')","('central american countries', 'mexico'); ('central american countries', 'united states')","('united states', 'mexico')","('individuals', 'central american countries'); ('individuals', 'mexico'); ('individuals', 'united states'); ('mexico', 'united states')"
382,"The smugglers took $5,000 from each up front, but once in the United States, the smugglers demanded another $5,000 from the aliens' families",2,1,2,3,0,3,"('smugglers', 'person'); ('united states', 'location')","('aliens', 'smuggled_items')","('aliens', 'person'); (""aliens' families"", 'person')","('aliens', 'united states'); ('smugglers', 'aliens'); ('smugglers', 'united states')",,"('aliens', ""aliens' families""); (""aliens' families"", 'united states'); ('smugglers', ""aliens' families"")"
383,The women reported that Avila had sexually assaulted them,1,0,1,0,0,1,"('avila', 'person')",,"('women', 'person')",,,"('women', 'avila')"
384,The aliens told officers that they were able to telephone 911 by getting Avila drunk and taking his cell phone when he fell asleep,1,1,2,0,1,3,"('avila', 'person')","('cell phone', 'means_of_communication')","('aliens', 'person'); ('officers', 'person')",,"('avila', 'cell phone')","('aliens', 'avila'); ('aliens', 'officers'); ('officers', 'avila')"
385,"He described how he was smuggled into the country and held hostage by Avila and a man identified as ""Texas.""",2,0,1,0,0,3,"('avila', 'person'); ('texas', 'person')",,"('country', 'location')",,,"('avila', 'country'); ('avila', 'texas'); ('texas', 'country')"
386,"Medina testified that Avila was armed with a 9-mm handgun and told the hostages that he would shoot and kill them if ""they attempted to escape or do anything else.""",2,1,1,1,1,2,"('avila', 'person'); ('medina', 'person')","('9-mm handgun', 'smuggled_items')","('hostages', 'person')","('medina', 'avila')","('avila', '9-mm handgun')","('avila', 'hostages'); ('medina', 'hostages')"
387,"At the house, he pointed the gun at them and warned that he would shoot them if they tried to run away or escape",2,1,0,0,2,1,"('gun', 'smuggled_items'); ('house', 'location')","('he', 'person')",,,"('he', 'gun'); ('he', 'house')","('house', 'gun')"
388,"At approximately 10:30am on December 17, 2013, Agent Ortiz noticed a maroon Ford Expedition traveling southbound on IH-35",1,2,2,0,3,3,"('ih-35', 'routes')","('agent ortiz', 'person'); ('ford expedition', 'means_of_transportation')","('maroon ford expedition', 'means_of_transportation'); ('ortiz', 'person')",,"('agent ortiz', 'ford expedition'); ('agent ortiz', 'ih-35'); ('ford expedition', 'ih-35')","('maroon ford expedition', 'ih-35'); ('ortiz', 'ih-35'); ('ortiz', 'maroon ford expedition')"
389,Agent Ortiz noticed that it was only occupied by passenger Crystal Doerr and driver Jesse Dominguez,2,0,1,0,0,3,"('crystal doerr', 'person'); ('jesse dominguez', 'person')",,"('ortiz', 'person')",,,"('crystal doerr', 'jesse dominguez'); ('ortiz', 'crystal doerr'); ('ortiz', 'jesse dominguez')"
390,"Three hours later, at approximately 1:30pm, Agent Ortiz observed the defendants' maroon Ford Expedition travelling northbound on IH-35, with a passenger in the back seat that he did not see when the vehicle was travelling southbound",2,1,2,1,1,5,"('ih-35', 'routes'); ('maroon ford expedition', 'means_of_transportation')","('agent ortiz', 'person')","('defendants', 'person'); ('ortiz', 'person')","('maroon ford expedition', 'ih-35')","('agent ortiz', 'maroon ford expedition')","('defendants', 'ih-35'); ('defendants', 'maroon ford expedition'); ('ortiz', 'defendants'); ('ortiz', 'ih-35'); ('ortiz', 'maroon ford expedition')"
391,The presence of an unrestrained child in a vehicle travelling erratically on the interstate further led to the belief that the child did not belong to Dominguez and/or Doerr and that the child was potentially being trafficked,3,1,2,1,4,5,"('doerr', 'person'); ('dominguez', 'person'); ('vehicle', 'means_of_transportation')","('child', 'smuggled_items')","('child', 'person'); ('interstate', 'routes')","('child', 'vehicle')","('doerr', 'child'); ('doerr', 'vehicle'); ('dominguez', 'child'); ('dominguez', 'vehicle')","('child', 'doerr'); ('child', 'dominguez'); ('child', 'interstate'); ('dominguez', 'doerr'); ('vehicle', 'interstate')"
392,"At the scene of the traffic stop, Agent Ortiz learned that the child was a 4 year old girl from Mexico who was illegally present in the United States",2,2,2,0,3,6,"('mexico', 'location'); ('united states', 'location')","('4 year old girl', 'smuggled_items'); ('agent ortiz', 'person')","('child', 'person'); ('ortiz', 'person')",,"('4 year old girl', 'mexico'); ('4 year old girl', 'united states'); ('agent ortiz', '4 year old girl')","('child', 'mexico'); ('child', 'united states'); ('mexico', 'united states'); ('ortiz', 'child'); ('ortiz', 'mexico'); ('ortiz', 'united states')"
393,Dominguez and Doerr were hired to transport the illegal child from the Cotulla/Dilley area north to San Antonio,3,1,2,3,3,7,"('doerr', 'person'); ('dominguez', 'person'); ('san antonio', 'location')","('cotulla/dilley', 'location')","('cotulla/dilley area', 'location'); ('illegal child', 'person')","('doerr', 'san antonio'); ('dominguez', 'doerr'); ('dominguez', 'san antonio')","('cotulla/dilley', 'san antonio'); ('doerr', 'cotulla/dilley'); ('dominguez', 'cotulla/dilley')","('cotulla/dilley area', 'san antonio'); ('doerr', 'cotulla/dilley area'); ('doerr', 'illegal child'); ('dominguez', 'cotulla/dilley area'); ('dominguez', 'illegal child'); ('illegal child', 'cotulla/dilley area'); ('illegal child', 'san antonio')"
394,"They stated they picked up the child in Dilley, Texas from a couple that smuggled her over the Texas/Mexico border",1,1,4,0,1,9,"('texas/mexico border', 'location')","('dilley, texas', 'location')","('child', 'person'); ('couple', 'person'); ('dilley texas', 'location'); ('dominguez and doerr', 'person')",,"('dilley, texas', 'texas/mexico border')","('child', 'couple'); ('child', 'dilley texas'); ('child', 'texas/mexico border'); ('couple', 'dilley texas'); ('couple', 'texas/mexico border'); ('dominguez and doerr', 'child'); ('dominguez and doerr', 'couple'); ('dominguez and doerr', 'dilley texas'); ('dominguez and doerr', 'texas/mexico border')"
395,Dominguez and Doerr travelled northbound on IH 35 with the child towards San Antonio,4,0,1,5,0,5,"('doerr', 'person'); ('dominguez', 'person'); ('ih 35', 'routes'); ('san antonio', 'location')",,"('child', 'person')","('doerr', 'ih 35'); ('doerr', 'san antonio'); ('dominguez', 'doerr'); ('dominguez', 'ih 35'); ('dominguez', 'san antonio')",,"('child', 'ih 35'); ('child', 'san antonio'); ('doerr', 'child'); ('dominguez', 'child'); ('ih 35', 'san antonio')"
396,"On the evening of December 2, 2009, Fernando Munoz-Martinez was driving a pickup-truck south on Interstate 35",3,0,0,3,0,0,"('fernando munoz-martinez', 'person'); ('interstate 35', 'routes'); ('pickup-truck', 'means_of_transportation')",,,"('fernando munoz-martinez', 'interstate 35'); ('fernando munoz-martinez', 'pickup-truck'); ('pickup-truck', 'interstate 35')",,
397,"Ten to 15 minutes later, the agents saw what appeared to be the same truck return onto 1-35 and head north",1,1,2,0,1,3,"('truck', 'means_of_transportation')","('1-35', 'routes')","('agents', 'person'); ('i-35', 'routes')",,"('truck', '1-35')","('agents', 'i-35'); ('agents', 'truck'); ('truck', 'i-35')"
398,"The agents made an investigatory stop and discovered eight illegal aliens in the truck, including the driver, Munoz-Martinez",2,1,2,2,1,4,"('munoz-martinez', 'person'); ('truck', 'means_of_transportation')","('illegal aliens', 'smuggled_items')","('agents', 'person'); ('illegal aliens', 'person')","('munoz-martinez', 'illegal aliens'); ('munoz-martinez', 'truck')","('truck', 'illegal aliens')","('agents', 'illegal aliens'); ('agents', 'munoz-martinez'); ('agents', 'truck'); ('illegal aliens', 'truck')"
399,"While the agents were driving parallel to Munoz-Martinez's vehicle, they witnessed the head of a previously unseen third passenger ""pop up"" between the driver and the second passenger, and then return back down",0,1,5,0,1,10,,"('munoz-martinez', 'person')","('agents', 'person'); ('driver', 'person'); ('second passenger', 'person'); ('third passenger', 'person'); ('vehicle', 'means_of_transportation')",,"('munoz-martinez', 'vehicle')","('agents', 'driver'); ('agents', 'second passenger'); ('agents', 'third passenger'); ('agents', 'vehicle'); ('driver', 'second passenger'); ('driver', 'vehicle'); ('second passenger', 'vehicle'); ('third passenger', 'driver'); ('third passenger', 'second passenger'); ('third passenger', 'vehicle')"
400,"On November 25, 2008, a concerned citizen called CBP to report that undocumented aliens were being harbored at a location in Edinburg, Texas",0,2,4,0,1,6,,"('edinburg, texas', 'location'); ('undocumented aliens', 'smuggled_items')","('cbp', 'organization'); ('concerned citizen', 'person'); ('edinburg texas', 'location'); ('undocumented aliens', 'person')",,"('undocumented aliens', 'edinburg, texas')","('cbp', 'edinburg texas'); ('cbp', 'undocumented aliens'); ('concerned citizen', 'cbp'); ('concerned citizen', 'edinburg texas'); ('concerned citizen', 'undocumented aliens'); ('undocumented aliens', 'edinburg texas')"
401,"When agents approached the mobile homes, Movant and four others attempted to flee",1,0,3,0,0,6,"('movant', 'person')",,"('agents', 'person'); ('mobile homes', 'location'); ('others', 'person')",,,"('agents', 'mobile homes'); ('agents', 'movant'); ('agents', 'others'); ('movant', 'mobile homes'); ('movant', 'others'); ('others', 'mobile homes')"
402,"In one of the mobile homes, agents found 21 undocumented aliens who were being held in a single, small bedroom",1,1,3,1,0,5,"('mobile homes', 'location')","('undocumented aliens', 'smuggled_items')","('agents', 'person'); ('bedroom', 'location'); ('undocumented aliens', 'person')","('undocumented aliens', 'mobile homes')",,"('agents', 'bedroom'); ('agents', 'mobile homes'); ('agents', 'undocumented aliens'); ('mobile homes', 'bedroom'); ('undocumented aliens', 'bedroom')"
403,Three handguns were also found in the mobile home,1,1,1,0,1,1,"('mobile home', 'location')","('handguns', 'smuggled_items')","('agents', 'person')",,"('handguns', 'mobile home')","('agents', 'mobile home')"
404,The defendants held the 21 aliens against their will while attempting to extort money from the aliens' families,1,1,2,1,0,2,"('defendants', 'person')","('aliens', 'smuggled_items')","('aliens', 'person'); ('families', 'person')","('defendants', 'aliens')",,"('aliens', 'families'); ('defendants', 'families')"
405,Movant and his co-defendants severely mistreated the undocumented aliens by: brandishing firearms and threatening the aliens; tying up one of the aliens and then kicking and beating him; and sexually assaulting three of the female aliens,2,2,1,3,2,0,"('co-defendants', 'person'); ('movant', 'person')","('firearms', 'smuggled_items'); ('undocumented aliens', 'smuggled_items')","('undocumented aliens', 'person')","('co-defendants', 'undocumented aliens'); ('movant', 'co-defendants'); ('movant', 'undocumented aliens')","('co-defendants', 'firearms'); ('movant', 'firearms')",
406,Two of the female aliens stated that Movant had sexually assaulted them,1,1,1,0,1,1,"('movant', 'person')","('female aliens', 'smuggled_items')","('female aliens', 'person')",,"('movant', 'female aliens')","('female aliens', 'movant')"
407,Movant and his co-defendants had on at least two prior occasions kidnapped and held for ransom other groups of undocumented aliens,2,1,1,3,0,0,"('co-defendants', 'person'); ('movant', 'person')","('undocumented aliens', 'smuggled_items')","('undocumented aliens', 'person')","('co-defendants', 'undocumented aliens'); ('movant', 'co-defendants'); ('movant', 'undocumented aliens')",,
408,"Euclides Moreno was responsible for participating in the kidnapping of 21 undocumented aliens at gunpoint from a stash house in an undisclosed location in Hidalgo County, Texas, and transporting the group of undocumented aliens to a stash house in Edinburg, Texas",2,2,4,1,4,11,"('edinburg, texas', 'location'); ('euclides moreno', 'person')","('undisclosed aliens', 'smuggled_items'); ('undisclosed location in hidalgo county, texas', 'location')","('hidalgo county, texas', 'location'); ('stash house edinburg', 'location'); ('stash house hidalgo county', 'location'); ('undocumented aliens', 'person')","('euclides moreno', 'edinburg, texas')","('euclides moreno', 'undisclosed aliens'); ('euclides moreno', 'undisclosed location in hidalgo county, texas'); ('undisclosed aliens', 'edinburg, texas'); ('undisclosed aliens', 'undisclosed location in hidalgo county, texas')","('euclides moreno', 'hidalgo county, texas'); ('euclides moreno', 'stash house edinburg'); ('euclides moreno', 'stash house hidalgo county'); ('euclides moreno', 'undocumented aliens'); ('hidalgo county, texas', 'edinburg, texas'); ('stash house edinburg', 'edinburg, texas'); ('stash house hidalgo county', 'hidalgo county, texas'); ('undocumented aliens', 'edinburg texas'); ('undocumented aliens', 'hidalgo county, texas'); ('undocumented aliens', 'stash house edinburg'); ('undocumented aliens', 'stash house hidalgo county')"
409,Mr. Moreno was identified as a driver of one of the vehicles used to transport the undocumented aliens,2,1,1,3,0,0,"('mr. moreno', 'person'); ('vehicles', 'means_of_transportation')","('undocumented aliens', 'smuggled_items')","('undocumented aliens', 'person')","('mr. moreno', 'undocumented aliens'); ('mr. moreno', 'vehicles'); ('vehicles', 'undocumented aliens')",,
410,"Upon Andres Perez' instructions, Mr. Moreno assaulted Mario Olivares by kicking him in the stomach and ribs",3,0,0,3,0,0,"('andres perez', 'person'); ('mario olivares', 'person'); ('mr. moreno', 'person')",,,"('andres perez', 'mario olivares'); ('andres perez', 'mr. moreno'); ('mr. moreno', 'mario olivares')",,
411,Euclides Moreno directly contacted several of the undocumented aliens' family members in an attempt to collect ransom payments,2,0,1,1,0,2,"('euclides moreno', 'person'); ('undocumented aliens', 'person')",,"(""undocumented aliens' family members"", 'person')","('euclides moreno', 'undocumented aliens')",,"('euclides moreno', ""undocumented aliens' family members""); ('undocumented aliens', ""undocumented aliens' family members"")"
412,"five undocumented aliens were apprehended on October 15, 2008, and an additional five undocumented aliens were apprehended on October 21, 2008, all of whom confirmed that they were held against their will until ransom monies were paid",0,1,1,0,0,0,,"('undocumented aliens', 'smuggled_items')","('undocumented aliens', 'person')",,,
413,"In June 2012, Movant was arrested after she was stopped by law enforcement with four undocumented aliens in her car",2,1,2,3,0,3,"('car', 'means_of_transportation'); ('movant', 'person')","('undocumented aliens', 'smuggled_items')","('law enforcement', 'person'); ('undocumented aliens', 'person')","('movant', 'car'); ('movant', 'undocumented aliens'); ('undocumented aliens', 'car')",,"('law enforcement', 'car'); ('law enforcement', 'movant'); ('law enforcement', 'undocumented aliens')"
414,Movant admitted she was transporting the aliens to Houston and that she had been transporting aliens for the past six weeks,2,1,1,3,0,0,"('houston', 'location'); ('movant', 'person')","('aliens', 'smuggled_items')","('aliens', 'person')","('aliens', 'houston'); ('movant', 'aliens'); ('movant', 'houston')",,
415,"Four aliens absconded as Movant was being pulled over by law enforcement, and she admitted there was another alien in the trunk of her car",1,2,4,1,2,7,"('movant', 'person')","('aliens', 'smuggled_items'); ('car', 'means_of_transportation')","('alien', 'person'); ('aliens', 'person'); ('law enforcement', 'person'); ('trunk', 'location')","('movant', 'aliens')","('aliens', 'car'); ('movant', 'car')","('alien', 'trunk'); ('aliens', 'alien'); ('law enforcement', 'alien'); ('law enforcement', 'aliens'); ('law enforcement', 'movant'); ('movant', 'alien'); ('movant', 'trunk')"
416,"At 12:57 a.m., Defendant Trevino approached the checkpoint",1,0,1,0,0,1,"('trevino', 'person')",,"('checkpoint', 'location')",,,"('defendant trevino', 'checkpoint')"
417,"Sixty seconds later, in the next vehicle, Defendant Mackey approached the checkpoint",1,0,2,0,0,3,"('mackey', 'person')",,"('checkpoint', 'location'); ('vehicle', 'means_of_transportation')",,,"('mackey', 'checkpoint'); ('mackey', 'vehicle'); ('vehicle', 'checkpoint')"
418,"Forty-five seconds later, in the next vehicle, Ashley Flores approached the checkpoint",2,0,1,1,0,2,"('ashley flores', 'person'); ('checkpoint', 'location')",,"('vehicle', 'means_of_transportation')","('ashley flores', 'checkpoint')",,"('ashley flores', 'vehicle'); ('vehicle', 'checkpoint')"
419,"After the agents obtained consent to search, they found two undocumented aliens inside each vehicle's trunk",1,1,2,1,0,2,"('vehicle', 'means_of_transportation')","('undocumented aliens', 'smuggled_items')","('agents', 'person'); ('undocumented aliens', 'person')","('undocumented aliens', 'vehicle')",,"('agents', 'undocumented aliens'); ('agents', 'vehicle')"
420,"when they encountered Trevino and Mackey, Defendants were driving at a speed of approximately 40 mph",2,0,1,0,0,3,"('mackey', 'person'); ('trevino', 'person')",,"('agents', 'person')",,,"('agents', 'mackey'); ('agents', 'trevino'); ('trevino', 'mackey')"
421,smugglers often use Highway 83 to circumvent the larger checkpoint on Interstate Highway 35,3,0,1,3,0,3,"('highway 83', 'routes'); ('interstate highway 35', 'routes'); ('smugglers', 'person')",,"('checkpoint', 'location')","('highway 83', 'interstate highway 35'); ('smugglers', 'highway 83'); ('smugglers', 'interstate highway 35')",,"('highway 83', 'checkpoint'); ('interstate highway 35', 'checkpoint'); ('smugglers', 'checkpoint')"
422,"When questioned about his citizenship, Movant admitted that he was a citizen of the Dominican Republic who had entered the United States illegally by wading across the Rio Grande River near the Hidalgo, Texas, Port of Entry on that same date",4,0,2,3,0,5,"('dominican republic', 'location'); ('hidalgo, texas', 'location'); ('movant', 'person'); ('rio grande river', 'location')",,"('port of entry', 'location'); ('united states', 'location')","('movant', 'dominican republic'); ('movant', 'hidalgo, texas'); ('movant', 'rio grande river')",,"('hidalgo, texas', 'port of entry'); ('movant', 'port of entry'); ('movant', 'united states'); ('rio grande river', 'hidalgo, texas'); ('rio grande river', 'port of entry')"
423,"On February 9, 2012, defendant was arrested driving a white Chevrolet pickup near Falfurrias, Texas with thirteen undocumented aliens",3,1,2,4,1,5,"('defendant', 'person'); ('falfurrias, texas', 'location'); ('white chevrolet pickup', 'means_of_transportation')","('undocumented aliens', 'smuggled_items')","('law enforcement', 'person'); ('undocumented aliens', 'person')","('defendant', 'falfurrias, texas'); ('defendant', 'undocumented aliens'); ('defendant', 'white chevrolet pickup'); ('white chevrolet pickup', 'falfurrias, texas')","('undocumented aliens', 'falfurrias, texas')","('law enforcement', 'defendant'); ('law enforcement', 'falfurrias, texas'); ('law enforcement', 'undocumented aliens'); ('law enforcement', 'white chevrolet pickup'); ('white chevrolet pickup', 'undocumented aliens')"
424,One of the aliens died as a result of an accident in which there was an attempt to elude law enforcement,0,3,3,0,0,3,,"('aliens', 'smuggled_items'); ('no extracted entities', 'location'); ('no extracted entities', 'person')","('alien', 'person'); ('aliens', 'person'); ('law enforcement', 'person')",,,"('alien', 'law enforcement'); ('aliens', 'alien'); ('aliens', 'law enforcement')"
425,"Twelve material witnesses, including three juveniles, were arrested and detained",0,1,3,0,0,3,,"('twelve material witnesses', 'person')","('juveniles', 'person'); ('law enforcement', 'person'); ('material witnesses', 'person')",,,"('law enforcement', 'juveniles'); ('law enforcement', 'material witnesses'); ('material witnesses', 'juveniles')"
426,"With the exception of Mr. Mejia-Morales, who is Guatemalan, they are all from El Salvador",2,1,2,0,2,4,"('el salvador', 'location'); ('guatemala', 'location')","('mejia-morales', 'person')","('group', 'person'); ('mr. mejia-morales', 'person')",,"('el salvador', 'other individuals'); ('mejia-morales', 'guatemala')","('group', 'el salvador'); ('mr. mejia-morales', 'el salvador'); ('mr. mejia-morales', 'group'); ('mr. mejia-morales', 'guatemala')"
427,Gutierrez-Castro directed the movement and actions of these witnesses and facilitated their entry into and presence in the United States,1,0,2,0,0,3,"('gutierrez-castro', 'person')",,"('united states', 'location'); ('witnesses', 'person')",,,"('gutierrez-castro', 'united states'); ('gutierrez-castro', 'witnesses'); ('witnesses', 'united states')"
428,Gutierrez-Castro participated in an illegal alien smuggling operation and that members of the operation received sums of money to help the illegal aliens enter the United States,1,1,4,0,1,8,"('gutierrez-castro', 'person')","('members of the operation', 'person')","('illegal alien smuggling operation', 'organization'); ('illegal aliens', 'person'); ('members', 'person'); ('united states', 'location')",,"('gutierrez-castro', 'members of the operation')","('gutierrez-castro', 'illegal alien smuggling operation'); ('gutierrez-castro', 'illegal aliens'); ('gutierrez-castro', 'members'); ('gutierrez-castro', 'united states'); ('illegal aliens', 'united states'); ('members', 'illegal alien smuggling operation'); ('members', 'illegal aliens'); ('members', 'united states')"
429,"On December 10, 2009, Defendant-Appellant Angel Antonio Perez, driving a car containing three passengers, was stopped at a routine immigration inspection checkpoint near Laredo, Texas",1,1,5,0,1,11,"('laredo, texas', 'location')","('angel antonio perez', 'person')","('car', 'means_of_transportation'); ('checkpoint', 'location'); ('law enforcement', 'person'); ('passengers', 'person'); ('perez', 'person')",,"('angel antonio perez', 'laredo, texas')","('car', 'checkpoint'); ('car', 'laredo, texas'); ('car', 'passengers'); ('checkpoint', 'laredo, texas'); ('law enforcement', 'car'); ('law enforcement', 'checkpoint'); ('law enforcement', 'perez'); ('perez', 'car'); ('perez', 'checkpoint'); ('perez', 'laredo, texas'); ('perez', 'passengers')"
430,Perez and his three passengers were all illegally present in the United States,1,0,2,0,0,3,"('perez', 'person')",,"('passengers', 'person'); ('united states', 'location')",,,"('passengers', 'united states'); ('perez', 'passengers'); ('perez', 'united states')"
431,another individual detained at the scene was allegedly working with Perez in an alien smuggling operation,1,0,3,0,1,5,"('perez', 'person')",,"('alien smuggling operation', 'organization'); ('individual', 'person'); ('law enforcement', 'person')",,"('perez', 'another individual')","('individual', 'alien smuggling operation'); ('individual', 'perez'); ('law enforcement', 'individual'); ('law enforcement', 'perez'); ('perez', 'alien smuggling operation')"
432,"At approximately 8:00 a.m., a blue Nissan Maxima with heavily tinted windows passed the agents' location",0,1,2,0,0,1,,"('nissan maxima', 'means_of_transportation')","('agents', 'person'); ('blue nissan maxima', 'means_of_transportation')",,,"('blue nissan maxima', 'agents')"
433,"They saw a female driver, Leonor Garcia; one male in the front passenger seat, the defendant Soto; and one male passenger in the rear passenger-side seat, Juan Carlos de la Cruz-Calamino",3,0,0,3,0,0,"('juan carlos de la cruz-calamino', 'person'); ('leonor garcia', 'person'); ('soto', 'person')",,,"('leonor garcia', 'juan carlos de la cruz-calamino'); ('leonor garcia', 'soto'); ('soto', 'juan carlos de la cruz-calamino')",,
434,"the front windows of the Nissan were completely rolled down, and one or both rear windows were rolled halfway down",1,0,0,0,0,0,"('nissan', 'means_of_transportation')",,,,,
435,Delacruz was ducking down in the back seat,1,0,0,0,0,0,"('delacruz', 'person')",,,,,
436,Delacruz admitted that he was an undocumented alien,1,1,0,0,1,0,"('delacruz', 'person')","('undocumented alien', 'smuggled_items')",,,"('delacruz', 'undocumented alien')",
437,"the portion of I-35 near Cotulla, Texas, where Soto's vehicle was stopped, is a notorious route for the smuggling of aliens and illicit drugs",3,2,3,3,1,6,"('cotulla, texas', 'location'); ('i-35', 'routes'); ('soto', 'person')","('aliens', 'smuggled_items'); ('ilicit drugs', 'smuggled_items')","('aliens', 'person'); ('illicit drugs', 'smuggled_items'); ('vehicle', 'means_of_transportation')","('i-35', 'aliens'); ('i-35', 'cotulla, texas'); ('soto', 'i-35')","('i-35', 'ilicit drugs')","('aliens', 'illicit drugs'); ('i-35', 'illicit drugs'); ('soto', 'cotulla, texas'); ('soto', 'vehicle'); ('vehicle', 'cotulla, texas'); ('vehicle', 'i-35')"
438,"the suspicious behavior of Delacruz, who was observed attempting to conceal himself from Border Patrol agents for a period of minutes in a northbound vehicle sixty miles from the border on a route known for illegal alien trafficking",3,0,2,3,0,6,"('delacruz', 'person'); ('route', 'routes'); ('vehicle', 'means_of_transportation')",,"('border', 'location'); ('border patrol agents', 'person')","('delacruz', 'route'); ('delacruz', 'vehicle'); ('vehicle', 'route')",,"('border', 'route'); ('border patrol agents', 'delacruz'); ('border patrol agents', 'route'); ('border patrol agents', 'vehicle'); ('delacruz', 'border'); ('vehicle', 'border')"
439,"The two vehicles, a white Malibu sedan and a black Dodge truck, had exited off of U.S. 59 to the right and turned southbound onto Farm-to-Market Road 2050, a road adjacent to the Border Patrol station parking lot",4,1,1,4,1,5,"('black dodge truck', 'means_of_transportation'); ('farm-to-market road 2050', 'routes'); ('u.s. 59', 'routes'); ('white malibu sedan', 'means_of_transportation')","('border patrol station parking lot', 'location')","('border patrol station', 'location')","('black dodge truck', 'farm-to-market road 2050'); ('black dodge truck', 'u.s. 59'); ('white malibu sedan', 'farm-to-market road 2050'); ('white malibu sedan', 'u.s. 59')","('farm-to-market road 2050', 'border patrol station parking lot')","('black dodge truck', 'border patrol station'); ('farm-to-market road 2050', 'border patrol station'); ('u.s. 59', 'farm-to-market road 2050'); ('white malibu sedan', 'black dodge truck'); ('white malibu sedan', 'border patrol station')"
440,"vehicles with illegals drop the illegal aliens off between the checkpoint and Bruni so that the aliens can then walk from Farm-to-Market Road 2050 all the way to Highway 16, and then they get picked up somewhere along Highway 16, and go to Houston or San Antonio",6,1,2,6,0,8,"('bruni', 'location'); ('farm-to-market road 2050', 'routes'); ('highway 16', 'routes'); ('houston', 'location'); ('san antonio', 'location'); ('vehicles', 'means_of_transportation')","('illegal aliens', 'smuggled_items')","('checkpoint', 'location'); ('illegal aliens', 'person')","('illegal aliens', 'farm-to-market road 2050'); ('illegal aliens', 'highway 16'); ('illegal aliens', 'houston'); ('illegal aliens', 'san antonio'); ('vehicles', 'bruni'); ('vehicles', 'illegal aliens')",,"('checkpoint', 'bruni'); ('farm-to-market road 2050', 'highway 16'); ('highway 16', 'houston'); ('highway 16', 'san antonio'); ('houston', 'san antonio'); ('illegal aliens', 'bruni'); ('illegal aliens', 'checkpoint'); ('vehicles', 'checkpoint')"
441,"These drop-offs are done to avoid the two checkpoints, the Freer checkpoint on U.S. 59 and the Hebbronville checkpoint on U.S. 359",2,2,2,0,2,6,"('u.s. 359', 'routes'); ('u.s. 59', 'routes')","('freer', 'location'); ('hebbronville', 'location')","('freer checkpoint', 'location'); ('hebbronville checkpoint', 'location')",,"('freer', 'u.s. 59'); ('hebbronville', 'u.s. 359')","('freer checkpoint', 'hebbronville checkpoint'); ('freer checkpoint', 'u.s. 359'); ('freer checkpoint', 'u.s. 59'); ('hebbronville checkpoint', 'u.s. 359'); ('hebbronville checkpoint', 'u.s. 59'); ('u.s. 59', 'u.s. 359')"
442,"the two vehicles were driving in tandem one in the front, one in the back, with the black Dodge truck behind the white car",1,1,1,0,1,1,"('white car', 'means_of_transportation')","('dodge truck', 'means_of_transportation')","('black dodge truck', 'means_of_transportation')",,"('dodge truck', 'white car')","('black dodge truck', 'white car')"
443,"The black truck had a camper, either dark blue or black in color, which are commonly used to transport illegal aliens",1,2,2,3,0,0,"('black truck', 'means_of_transportation')","('camper', 'means_of_transportation'); ('illegal aliens', 'smuggled_items')","('camper', 'location'); ('illegal aliens', 'person')","('black truck', 'camper'); ('black truck', 'illegal aliens'); ('camper', 'illegal aliens')",,
444,"the plate was registered to someone in Corinth, Texas, somewhere not close to Laredo",2,0,1,1,0,2,"('corinth, texas', 'location'); ('laredo', 'location')",,"('someone', 'person')","('corinth, texas', 'laredo')",,"('someone', 'corinth, texas'); ('someone', 'laredo')"
445,"the second vehicle came back out of Dallas, Texas, as a rental car from Hertz Dallas-Fort Worth",1,2,2,0,3,3,"('dallas, texas', 'location')","('hertz', 'organization'); ('rental car', 'means_of_transportation')","('hertz dallas-fort worth', 'organization'); ('second vehicle', 'means_of_transportation')",,"('dallas, texas', 'hertz'); ('rental car', 'dallas, texas'); ('rental car', 'hertz')","('dallas, texas', 'hertz dallas-fort worth'); ('second vehicle', 'dallas, texas'); ('second vehicle', 'hertz dallas-fort worth')"
446,The white car also appeared to be riding low,1,0,0,0,0,0,"('white car', 'means_of_transportation')",,,,,
447,Ricardo Rodriguez responded that there were two more in the trunk,1,0,1,0,0,1,"('ricardo rodriguez', 'person')",,"('two individuals', 'person')",,,"('ricardo rodriguez', 'two individuals')"
